#BioGRID Interaction ID,Entrez Gene Interactor A,Entrez Gene Interactor B,BioGRID ID Interactor A,BioGRID ID Interactor B,Systematic Name Interactor A,Systematic Name Interactor B,Official Symbol Interactor A,Official Symbol Interactor B,Synonyms Interactor A,Synonyms Interactor B,Experimental System,Experimental System Type,Author,Publication Source,Organism ID Interactor A,Organism ID Interactor B,Throughput,Score,Modification,Qualifications,Tags,Source Database,SWISS-PROT Accessions Interactor A,TREMBL Accessions Interactor A,REFSEQ Accessions Interactor A,SWISS-PROT Accessions Interactor B,TREMBL Accessions Interactor B,REFSEQ Accessions Interactor B,Ontology Term IDs,Ontology Term Names,Ontology Term Categories,Ontology Term Qualifier IDs,Ontology Term Qualifier Names,Ontology Term Types,Organism Name Interactor A,Organism Name Interactor B
30316,60491,80145,121922,123138,MDS015,-,NIF3L1,THOC7,ALS2CR1|CALS-7,NIF3L1BP1|fSAP24|hTREX30,Two-hybrid,physical,Tascou S (2003),PUBMED:12951069,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q9GZT8,A0A024R3V5|A0A024R3V7,NP_001356374|NP_001129511|NP_001356372|NP_001356373|NP_001356370|NP_001356371|NP_001135827|NP_001135828|NP_068596,Q6I9Y2,A0A024R341|A0A024R332,NP_001272333|NP_079351|NP_001272316,-,-,-,-,-,-,Homo sapiens,Homo sapiens
30327,23163,7251,116775,113102,-,-,GGA3,TSG101,-,TSG10|VPS23,Two-hybrid,physical,Puertollano R (2004),PUBMED:15039775,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q9NZ52,B7Z456|A8K6M0,NP_619525|NP_001278571|NP_001278570|NP_001166175|NP_001166174|NP_054720,Q99816,-,NP_006283,-,-,-,-,-,-,Homo sapiens,Homo sapiens
30354,116154,5499,125483,111493,RP5-899C14.1,-,PHACTR3,PPP1CA,C20orf101|H17739|PPP1R123|SCAPIN1|SCAPININ,PP-1A|PP1A|PP1alpha|PPP1A,Two-hybrid,physical,Sagara J (2003),PUBMED:12925532,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q96KR7,B7Z339,NP_899067|NP_899069|NP_001268436|NP_001186434|NP_001186435|NP_542403,P62136,-,NP_001008709|NP_996756|NP_002699,-,-,-,-,-,-,Homo sapiens,Homo sapiens
30361,84100,64225,123889,122115,-,-,ARL6,ATL2,BBS3|RP55,ARL3IP2|ARL6IP2|atlastin2,Two-hybrid,physical,Ingley E (1999),PUBMED:10508919,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q9H0F7,-,NP_115522|NP_816931|NP_001265222,Q8NHH9,-,NP_001129145|NP_071769|NP_001317388|NP_001317389|NP_001317387|NP_001317393|NP_001317392|NP_001317391|NP_001317390|NP_001295005,-,-,-,-,-,-,Homo sapiens,Homo sapiens
30362,84100,151188,123889,127351,-,-,ARL6,ARL6IP6,BBS3|RP55,AIP-6|PFAAP1,Two-hybrid,physical,Ingley E (1999),PUBMED:10508919,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q9H0F7,-,NP_115522|NP_816931|NP_001265222,Q8N6S5,B3KMZ5,NP_689735|NP_001358901,-,-,-,-,-,-,Homo sapiens,Homo sapiens
30372,57492,6597,121559,112481,RP11-419L10.1,-,ARID1B,SMARCA4,6A3-5|BAF250B|BRIGHT|DAN15|ELD/OSA1|MRD12|OSA2|P250R,BAF190|BAF190A|BRG1|MRD16|RTPS2|SNF2|SNF2L4|SNF2LB|SWI2|hSNF2b,Two-hybrid,physical,Hurlstone AF (2002),PUBMED:11988099,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q8NFD5,-,NP_001333742|NP_001350654|NP_065783|NP_001358585|NP_001361749|NP_059989|NP_001361757,P51532,A7E2E1|Q9HBD4|B3KNW7,NP_003063|NP_001122319|NP_001122318|NP_001122317|NP_001122316|NP_001122320|NP_001122321|NP_001361386,-,-,-,-,-,-,Homo sapiens,Homo sapiens
30376,24148,54957,117298,120295,-,-,PRPF6,TXNL4B,ANT-1|ANT1|C20orf14|Prp6|RP60|SNRNP102|TOM|U5-102K|hPrp6,DLP|Dim2,Two-hybrid,physical,Sun X (2004),PUBMED:15161931,9606,9606,Low Throughput,-,-,-,-,BIOGRID,O94906,-,NP_036601,Q9NX01,-,NP_060323|NP_001135790|NP_001311284|NP_001311283|NP_001135789,-,-,-,-,-,-,Homo sapiens,Homo sapiens
30380,8500,26059,114072,117521,-,-,PPFIA1,ERC2,LIP.1|LIP1|LIPRIN,CAST|CAST1|ELKSL|SPBC110|Spc110,Two-hybrid,physical,Ko J (2003),PUBMED:12923177,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q13136,B3KVS8,NP_803172|NP_001364935|NP_003617,O15083,-,NP_056391,-,-,-,-,-,-,Homo sapiens,Homo sapiens
30382,26059,8497,117521,114069,-,-,ERC2,PPFIA4,CAST|CAST1|ELKSL|SPBC110|Spc110,-,Two-hybrid,physical,Ko J (2003),PUBMED:12923177,9606,9606,Low Throughput,-,-,-,-,BIOGRID,O15083,-,NP_056391,O75335,B3KN22,NP_055868|NP_001291260|NP_001291261,-,-,-,-,-,-,Homo sapiens,Homo sapiens
30395,51466,23268,119556,116869,-,RP11-114F7.3,EVL,DNMBP,RNB6,ARHGEF36|TUBA,Two-hybrid,physical,Salazar MA (2003),PUBMED:14506234,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q9UI08,-,NP_001317150|NP_057421,Q6XZF7,-,NP_001305255|NP_001305256|NP_056036,-,-,-,-,-,-,Homo sapiens,Homo sapiens
30466,137492,51160,126479,119341,-,-,VPS37A,VPS28,HCRP1|PQBP2|SPG53,-,Two-hybrid,physical,Bache KG (2004),PUBMED:15240819,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q8NEZ2,-,NP_001350102|NP_001350101|NP_001350100|NP_689628|NP_001138624|NP_001350097|NP_001350096|NP_001350099|NP_001350098,Q9UK41,Q548N1,NP_898880|NP_057292,-,-,-,-,-,-,Homo sapiens,Homo sapiens
30492,9033,7137,114499,112991,-,-,PKD2L1,TNNI3,PCL|PKD2L|PKDL|TRPP3,CMD1FF|CMD2A|CMH7|RCM1|TNNC1|cTnI,Two-hybrid,physical,Li Q (2003),PUBMED:12809519,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q9P0L9,Q1L4F0,NP_001240766|NP_057196,P19429,Q6FGX2,NP_000354,-,-,-,-,-,-,Homo sapiens,Homo sapiens
30494,51086,7137,119276,112991,-,-,TNNI3K,TNNI3,CARK|CCDD,CMD1FF|CMD2A|CMH7|RCM1|TNNC1|cTnI,Two-hybrid,physical,Zhao Y (2003),PUBMED:12721663,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q59H18,-,NP_057062,P19429,Q6FGX2,NP_000354,-,-,-,-,-,-,Homo sapiens,Homo sapiens
30514,1894,27252,108223,118100,-,RP3-383J4.3,ECT2,KLHL20,ARHGEF31,KHLHX|KLEIP|KLHLX,Two-hybrid,physical,Hara T (2004),PUBMED:14668487,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q9H8V3,-,NP_001245245|NP_001245244|NP_001336026|NP_001336027|NP_001336033|NP_001336032|NP_001336031|NP_001336023|NP_001336024|NP_001336030|NP_001336028|NP_001336029|NP_060568|NP_001336025,Q9Y2M5,A0A024R940,NP_055273,-,-,-,-,-,-,Homo sapiens,Homo sapiens
30518,6884,6881,112747,112744,-,-,TAF13,TAF10,TAF(II)18|TAF2K|TAFII-18|TAFII18,TAF2A|TAF2H|TAFII30,Two-hybrid,physical,Mengus G (1995),PUBMED:7729427,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q15543,A0A024R089,NP_005636,Q12962,-,NP_006275,-,-,-,-,-,-,Homo sapiens,Homo sapiens
30572,118460,51013,125608,119220,-,RP11-452K12.9,EXOSC6,EXOSC1,EAP4|MTR3|Mtr3p|hMtr3p|p11,CGI-108|CSL4|Csl4p|SKI4|Ski4p|hCsl4p|p13,Two-hybrid,physical,Raijmakers R (2002),PUBMED:12419256,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q5RKV6,-,NP_478126,Q9Y3B2,-,NP_057130|NP_001305291|NP_001305293|NP_001305292|NP_001305295|NP_001305294,-,-,-,-,-,-,Homo sapiens,Homo sapiens
30600,5218,23176,111239,116788,-,-,CDK14,SEPT8,PFTAIRE1|PFTK1,SEP2,Two-hybrid,physical,Yang T (2002),PUBMED:12098780,9606,9606,Low Throughput,-,-,-,-,BIOGRID,O94921,B4DK59|E7EUK8,NP_001274065|NP_036527|NP_001274066|NP_001274064,Q92599,B7ZVZ1|A6NFQ9,NP_001092283|NP_001092282|NP_001092281|NP_055961|NP_001287727|NP_001287728,-,-,-,-,-,-,Homo sapiens,Homo sapiens
30603,9874,25842,115206,117368,-,RP3-329L24.1,TLK1,ASF1A,PKU-beta,CGI-98|CIA|HSPC146,Two-hybrid,physical,Sillje HH (2001),PUBMED:11470414,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q9UKI8,B3KRP1,NP_036422|NP_001130026|NP_001130027,Q9Y294,-,NP_054753,-,-,-,-,-,-,Homo sapiens,Homo sapiens
30606,9874,55723,115206,120845,-,-,TLK1,ASF1B,PKU-beta,CIA-II,Two-hybrid,physical,Sillje HH (2001),PUBMED:11470414,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q9UKI8,B3KRP1,NP_036422|NP_001130026|NP_001130027,Q9NVP2,A0A024R7G4,NP_060624,-,-,-,-,-,-,Homo sapiens,Homo sapiens
30649,200539,84665,128333,124185,-,-,ANKRD23,MYPN,DARP|MARP3,CMD1DD|CMH22|MYOP|RCM4,Two-hybrid,physical,Miller MK (2003),PUBMED:14583192,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q86SG2,-,NP_659431,Q86TC9,A0A087WX60,NP_001243197|NP_001243196|NP_115967,-,-,-,-,-,-,Homo sapiens,Homo sapiens
30679,51125,2802,119312,109064,HDCKB03P,-,GOLGA7,GOLGA3,GCP16|GOLGA3AP1|GOLGA7A|HSPC041,GCP170|MEA-2,Two-hybrid,physical,Ohta E (2003),PUBMED:14522980,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q7Z5G4,-,NP_057183|NP_001002296|NP_001349909|NP_001167595|NP_001349908,Q08378,-,NP_001166028|NP_005886,-,-,-,-,-,-,Homo sapiens,Homo sapiens
30705,54825,23139,120179,116756,-,RP4-533D7.1,CDHR2,MAST2,PCDH24|PCLKC,MAST205|MTSSK,Two-hybrid,physical,Okazaki N (2002),PUBMED:12117771,9606,9606,Low Throughput,-,-,-,-,BIOGRID,Q9BYE9,-,NP_060145|NP_001165447,Q6P0Q8,-,NP_001311250|NP_055927|NP_001311249|NP_001306174,-,-,-,-,-,-,Homo sapiens,Homo sapiens
117015,4087,75141,110262,217250,-,-,SMAD2,Rasd2,JV18|JV18-1|MADH2|MADR2|hMAD-2|hSMAD2,4930526B11Rik|AU045414|Rhes|TEM-2|TEM2,Affinity Capture-Luminescence,physical,Barrios-Rodiles M (2005),PUBMED:15761153,9606,10090,High Throughput,-,-,-,-,BIOGRID,Q15796,B7Z5N5|Q53XR6,NP_001003652|NP_001129409|NP_005892,P63032,-,NP_083458,-,-,-,-,-,-,Homo sapiens,Mus musculus
117016,4087,19376,110262,202576,-,RP23-185A18.5,SMAD2,Rab34,JV18|JV18-1|MADH2|MADR2|hMAD-2|hSMAD2,AI326479|Narr|Rah|Rah1,Affinity Capture-Luminescence,physical,Barrios-Rodiles M (2005),PUBMED:15761153,9606,10090,High Throughput,-,-,-,-,BIOGRID,Q15796,B7Z5N5|Q53XR6,NP_001003652|NP_001129409|NP_005892,Q64008,Q0PD20,NP_258436|NP_001152954,-,-,-,-,-,-,Homo sapiens,Mus musculus
117017,4087,69159,110262,213261,-,-,SMAD2,Rhebl1,JV18|JV18-1|MADH2|MADR2|hMAD-2|hSMAD2,1810036J22Rik|Rheb2,Affinity Capture-Luminescence,physical,Barrios-Rodiles M (2005),PUBMED:15761153,9606,10090,High Throughput,-,-,-,-,BIOGRID,Q15796,B7Z5N5|Q53XR6,NP_001003652|NP_001129409|NP_005892,Q9D8T3,-,NP_081243,-,-,-,-,-,-,Homo sapiens,Mus musculus
117018,4087,72433,110262,215371,-,-,SMAD2,Rab38,JV18|JV18-1|MADH2|MADR2|hMAD-2|hSMAD2,2310011F14Rik|AU043391|cht,Affinity Capture-Luminescence,physical,Barrios-Rodiles M (2005),PUBMED:15761153,9606,10090,High Throughput,-,-,-,-,BIOGRID,Q15796,B7Z5N5|Q53XR6,NP_001003652|NP_001129409|NP_005892,Q8QZZ8,Q5FW76,NP_082514,-,-,-,-,-,-,Homo sapiens,Mus musculus
117019,4087,69288,110262,213337,-,-,SMAD2,Rhobtb1,JV18|JV18-1|MADH2|MADR2|hMAD-2|hSMAD2,1700008H16Rik|3110048G13Rik|AI173445|AI573858|AV350930,Affinity Capture-Luminescence,physical,Barrios-Rodiles M (2005),PUBMED:15761153,9606,10090,High Throughput,-,-,-,-,BIOGRID,Q15796,B7Z5N5|Q53XR6,NP_001003652|NP_001129409|NP_005892,Q9DAK3,B7ZMU4,NP_001239567|NP_001074816|NP_001239566|NP_001239565,-,-,-,-,-,-,Homo sapiens,Mus musculus
117020,4087,54126,110262,207566,-,-,SMAD2,Arhgef7,JV18|JV18-1|MADH2|MADR2|hMAD-2|hSMAD2,Cool|PIX|Pak3bp|betaPix|betaPix-b|betaPix-c|cool-1|mKIAA0142|p85Cool1|p85SPR,Affinity Capture-Luminescence,physical,Barrios-Rodiles M (2005),PUBMED:15761153,9606,10090,High Throughput,-,-,-,-,BIOGRID,Q15796,B7Z5N5|Q53XR6,NP_001003652|NP_001129409|NP_005892,Q9ES28,-,NP_001106990|NP_059098|NP_001106989,-,-,-,-,-,-,Homo sapiens,Mus musculus
117021,4087,78294,110262,219309,-,RP23-92B18.5,SMAD2,Rps27a,JV18|JV18-1|MADH2|MADR2|hMAD-2|hSMAD2,0610006J14Rik|Uba52|Ubb|Ubc,Affinity Capture-Luminescence,physical,Barrios-Rodiles M (2005),PUBMED:15761153,9606,10090,High Throughput,-,-,-,-,BIOGRID,Q15796,B7Z5N5|Q53XR6,NP_001003652|NP_001129409|NP_005892,P62983,Q642L7,NP_077239|NP_001029037,-,-,-,-,-,-,Homo sapiens,Mus musculus
117022,4087,57443,110262,208300,-,RP23-261L3.4,SMAD2,Fbxo3,JV18|JV18-1|MADH2|MADR2|hMAD-2|hSMAD2,1200002G09Rik|1700026K02Rik|AI046358|Fba,Affinity Capture-Luminescence,physical,Barrios-Rodiles M (2005),PUBMED:15761153,9606,10090,High Throughput,-,-,-,-,BIOGRID,Q15796,B7Z5N5|Q53XR6,NP_001003652|NP_001129409|NP_005892,Q9DC63,Q9CVV6|Q8CDU1,NP_065618|NP_997598,-,-,-,-,-,-,Homo sapiens,Mus musculus
117023,4087,18412,110262,201982,-,RP23-319B15.3,SMAD2,Sqstm1,JV18|JV18-1|MADH2|MADR2|hMAD-2|hSMAD2,A170|OSF-6|Osi|STAP|STONE14|p62,Affinity Capture-Luminescence,physical,Barrios-Rodiles M (2005),PUBMED:15761153,9606,10090,High Throughput,-,-,-,-,BIOGRID,Q15796,B7Z5N5|Q53XR6,NP_001003652|NP_001129409|NP_005892,Q64337,-,NP_001277698|NP_035148,-,-,-,-,-,-,Homo sapiens,Mus musculus
117024,4087,52432,110262,206582,-,-,SMAD2,Ppp2r2d,JV18|JV18-1|MADH2|MADR2|hMAD-2|hSMAD2,1300017E19Rik|D7Ertd753e|MDS026,Affinity Capture-Luminescence,physical,Barrios-Rodiles M (2005),PUBMED:15761153,9606,10090,High Throughput,-,-,-,-,BIOGRID,Q15796,B7Z5N5|Q53XR6,NP_001003652|NP_001129409|NP_005892,Q925E7,F6RV17,NP_080667,-,-,-,-,-,-,Homo sapiens,Mus musculus
117025,4087,26397,110262,204951,-,RP23-467E19.1,SMAD2,Map2k3,JV18|JV18-1|MADH2|MADR2|hMAD-2|hSMAD2,AW212142|MEK3|MKK3|Prkmk3|mMKK3b,Affinity Capture-Luminescence,physical,Barrios-Rodiles M (2005),PUBMED:15761153,9606,10090,High Throughput,-,-,-,-,BIOGRID,Q15796,B7Z5N5|Q53XR6,NP_001003652|NP_001129409|NP_005892,O09110,Q5SWN9,NP_032954,-,-,-,-,-,-,Homo sapiens,Mus musculus
117026,4087,74137,110262,216519,-,-,SMAD2,Nuak2,JV18|JV18-1|MADH2|MADR2|hMAD-2|hSMAD2,1200013B22Rik|Omphk2|Snark|mKIAA0537,Affinity Capture-Luminescence,physical,Barrios-Rodiles M (2005),PUBMED:15761153,9606,10090,High Throughput,-,-,-,-,BIOGRID,Q15796,B7Z5N5|Q53XR6,NP_001003652|NP_001129409|NP_005892,Q8BZN4,-,NP_083054|NP_001181954,-,-,-,-,-,-,Homo sapiens,Mus musculus
117027,4087,16589,110262,200956,-,-,SMAD2,Uhmk1,JV18|JV18-1|MADH2|MADR2|hMAD-2|hSMAD2,4732477C12Rik|4930500M09Rik|AA673513|AI449218|AU021979|KIS|Kist|P-CIP2,Affinity Capture-Luminescence,physical,Barrios-Rodiles M (2005),PUBMED:15761153,9606,10090,High Throughput,-,-,-,-,BIOGRID,Q15796,B7Z5N5|Q53XR6,NP_001003652|NP_001129409|NP_005892,P97343,D3YUF5,NP_034763,-,-,-,-,-,-,Homo sapiens,Mus musculus
117028,4087,73341,110262,215941,-,RP23-372E6.1,SMAD2,Arhgef6,JV18|JV18-1|MADH2|MADR2|hMAD-2|hSMAD2,1600028C08Rik|1700038J06Rik|4930592P22Rik|alpha-PIX,Affinity Capture-Luminescence,physical,Barrios-Rodiles M (2005),PUBMED:15761153,9606,10090,High Throughput,-,-,-,-,BIOGRID,Q15796,B7Z5N5|Q53XR6,NP_001003652|NP_001129409|NP_005892,Q8K4I3,F6WMJ3,NP_690014,-,-,-,-,-,-,Homo sapiens,Mus musculus
117029,4087,50780,110262,206112,-,RP23-47N2.1,SMAD2,Rgs3,JV18|JV18-1|MADH2|MADR2|hMAD-2|hSMAD2,4930506N09Rik|C2PA-RGS3|C2pa|PDZ-RGS3|RGS3S,Affinity Capture-Luminescence,physical,Barrios-Rodiles M (2005),PUBMED:15761153,9606,10090,High Throughput,-,-,-,-,BIOGRID,Q15796,B7Z5N5|Q53XR6,NP_001003652|NP_001129409|NP_005892,Q9DC04,I7HPB2|Q542M0|Z4YJQ4|Q3TAS0,NP_062365|NP_001075119|NP_599018,-,-,-,-,-,-,Homo sapiens,Mus musculus
117030,4087,16876,110262,201161,-,-,SMAD2,Lhx9,JV18|JV18-1|MADH2|MADR2|hMAD-2|hSMAD2,3110009O07Rik|BB104635|LH2B,Affinity Capture-Luminescence,physical,Barrios-Rodiles M (2005),PUBMED:15761153,9606,10090,High Throughput,-,-,-,-,BIOGRID,Q15796,B7Z5N5|Q53XR6,NP_001003652|NP_001129409|NP_005892,Q9WUH2,-,NP_001020736|NP_001036042|NP_034844,-,-,-,-,-,-,Homo sapiens,Mus musculus
117031,4087,66854,110262,211764,-,-,SMAD2,Trim35,JV18|JV18-1|MADH2|MADR2|hMAD-2|hSMAD2,0710005M05Rik|A430106H13Rik|AW046487|HLS5|Mair|NC8|mKIAA1098,Affinity Capture-Luminescence,physical,Barrios-Rodiles M (2005),PUBMED:15761153,9606,10090,High Throughput,-,-,-,-,BIOGRID,Q15796,B7Z5N5|Q53XR6,NP_001003652|NP_001129409|NP_005892,Q8C006,-,NP_084255,-,-,-,-,-,-,Homo sapiens,Mus musculus
117032,4087,66894,110262,211793,-,-,SMAD2,Wwp2,JV18|JV18-1|MADH2|MADR2|hMAD-2|hSMAD2,1300010O06Rik|AA690238|AIP2|AW554328,Affinity Capture-Luminescence,physical,Barrios-Rodiles M (2005),PUBMED:15761153,9606,10090,High Throughput,-,-,-,-,BIOGRID,Q15796,B7Z5N5|Q53XR6,NP_001003652|NP_001129409|NP_005892,Q9DBH0,I3RSH5|Q3TXI7,NP_080106,-,-,-,-,-,-,Homo sapiens,Mus musculus
117033,4087,80837,110262,219817,-,-,SMAD2,Rhoj,JV18|JV18-1|MADH2|MADR2|hMAD-2|hSMAD2,1110005O19Rik|AW210585|Arhj|TC10L|TCL,Affinity Capture-Luminescence,physical,Barrios-Rodiles M (2005),PUBMED:15761153,9606,10090,High Throughput,-,-,-,-,BIOGRID,Q15796,B7Z5N5|Q53XR6,NP_001003652|NP_001129409|NP_005892,Q9ER71,-,NP_075764,-,-,-,-,-,-,Homo sapiens,Mus musculus
117034,4087,11854,110262,198198,-,-,SMAD2,Rhod,JV18|JV18-1|MADH2|MADR2|hMAD-2|hSMAD2,AI326383|Arhd|Rho|RhoHP1|RhoM,Affinity Capture-Luminescence,physical,Barrios-Rodiles M (2005),PUBMED:15761153,9606,10090,High Throughput,-,-,-,-,BIOGRID,Q15796,B7Z5N5|Q53XR6,NP_001003652|NP_001129409|NP_005892,P97348,G3X9Y4|Q545H8,NP_031511,-,-,-,-,-,-,Homo sapiens,Mus musculus
117035,4087,80981,110262,219856,-,RP23-382C19.6,SMAD2,Arl4d,JV18|JV18-1|MADH2|MADR2|hMAD-2|hSMAD2,1110036H21Rik|ARL6|AW456149|Arf4l|Arfl4|Arl5,Affinity Capture-Luminescence,physical,Barrios-Rodiles M (2005),PUBMED:15761153,9606,10090,High Throughput,-,-,-,-,BIOGRID,Q15796,B7Z5N5|Q53XR6,NP_001003652|NP_001129409|NP_005892,Q99PE9,-,NP_079680,-,-,-,-,-,-,Homo sapiens,Mus musculus
117036,4087,16801,110262,201115,-,-,SMAD2,Arhgef1,JV18|JV18-1|MADH2|MADR2|hMAD-2|hSMAD2,Lbcl2|Lsc,Affinity Capture-Luminescence,physical,Barrios-Rodiles M (2005),PUBMED:15761153,9606,10090,High Throughput,-,-,-,-,BIOGRID,Q15796,B7Z5N5|Q53XR6,NP_001003652|NP_001129409|NP_005892,Q61210,E9PUF7,NP_032514|NP_001123624|NP_001123625|NP_001123622|NP_001123623,-,-,-,-,-,-,Homo sapiens,Mus musculus
117037,4087,71713,110262,214875,-,-,SMAD2,Cdc40,JV18|JV18-1|MADH2|MADR2|hMAD-2|hSMAD2,1200003H23Rik|EHB3|PRP17,Affinity Capture-Luminescence,physical,Barrios-Rodiles M (2005),PUBMED:15761153,9606,10090,High Throughput,-,-,-,-,BIOGRID,Q15796,B7Z5N5|Q53XR6,NP_001003652|NP_001129409|NP_005892,Q9DC48,-,NP_082155,-,-,-,-,-,-,Homo sapiens,Mus musculus
117038,4087,108960,110262,224495,-,-,SMAD2,Irak2,JV18|JV18-1|MADH2|MADR2|hMAD-2|hSMAD2,6330415L08Rik|AI649099|IRAK-2,Affinity Capture-Luminescence,physical,Barrios-Rodiles M (2005),PUBMED:15761153,9606,10090,High Throughput,-,-,-,-,BIOGRID,Q15796,B7Z5N5|Q53XR6,NP_001003652|NP_001129409|NP_005892,Q8CFA1,-,NP_751893|NP_001107025,-,-,-,-,-,-,Homo sapiens,Mus musculus
117039,4087,16909,110262,201179,-,RP23-261L3.1,SMAD2,Lmo2,JV18|JV18-1|MADH2|MADR2|hMAD-2|hSMAD2,Rbtn-2|Rbtn2|Rhom-2|Ttg2,Affinity Capture-Luminescence,physical,Barrios-Rodiles M (2005),PUBMED:15761153,9606,10090,High Throughput,-,-,-,-,BIOGRID,Q15796,B7Z5N5|Q53XR6,NP_001003652|NP_001129409|NP_005892,P25801,Q544Z2|A2BHP3|A2BHP5,NP_001135809|NP_001135808|NP_032531|NP_001135807,-,-,-,-,-,-,Homo sapiens,Mus musculus
117040,4087,17126,110262,201275,-,-,SMAD2,Smad2,JV18|JV18-1|MADH2|MADR2|hMAD-2|hSMAD2,7120426M23Rik|Madh2|Madr2|Smad-2|mMad2,Affinity Capture-Luminescence,physical,Barrios-Rodiles M (2005),PUBMED:15761153,9606,10090,High Throughput,-,-,-,-,BIOGRID,Q15796,B7Z5N5|Q53XR6,NP_001003652|NP_001129409|NP_005892,Q62432,-,NP_034884|NP_001239410,-,-,-,-,-,-,Homo sapiens,Mus musculus
117041,4087,17127,110262,201276,-,RP23-63E8.1,SMAD2,Smad3,JV18|JV18-1|MADH2|MADR2|hMAD-2|hSMAD2,AU022421|Madh3,Affinity Capture-Luminescence,physical,Barrios-Rodiles M (2005),PUBMED:15761153,9606,10090,High Throughput,-,-,-,-,BIOGRID,Q15796,B7Z5N5|Q53XR6,NP_001003652|NP_001129409|NP_005892,Q8BUN5,-,NP_058049,-,-,-,-,-,-,Homo sapiens,Mus musculus
117042,4088,66922,110263,211811,-,-,SMAD3,Rras2,HSPC193|HsT17436|JV15-2|LDS1C|LDS3|MADH3,2610016H24Rik|C86394|TC21,Affinity Capture-Luminescence,physical,Barrios-Rodiles M (2005),PUBMED:15761153,9606,10090,High Throughput,-,-,-,-,BIOGRID,P84022,Q9P0T0|A0A024R5Z3,NP_001138576|NP_001138574|NP_001138575|NP_005893,P62071,Q9CTF6,NP_080122,-,-,-,-,-,-,Homo sapiens,Mus musculus
117043,4088,54126,110263,207566,-,-,SMAD3,Arhgef7,HSPC193|HsT17436|JV15-2|LDS1C|LDS3|MADH3,Cool|PIX|Pak3bp|betaPix|betaPix-b|betaPix-c|cool-1|mKIAA0142|p85Cool1|p85SPR,Affinity Capture-Luminescence,physical,Barrios-Rodiles M (2005),PUBMED:15761153,9606,10090,High Throughput,-,-,-,-,BIOGRID,P84022,Q9P0T0|A0A024R5Z3,NP_001138576|NP_001138574|NP_001138575|NP_005893,Q9ES28,-,NP_001106990|NP_059098|NP_001106989,-,-,-,-,-,-,Homo sapiens,Mus musculus
117044,4088,52432,110263,206582,-,-,SMAD3,Ppp2r2d,HSPC193|HsT17436|JV15-2|LDS1C|LDS3|MADH3,1300017E19Rik|D7Ertd753e|MDS026,Affinity Capture-Luminescence,physical,Barrios-Rodiles M (2005),PUBMED:15761153,9606,10090,High Throughput,-,-,-,-,BIOGRID,P84022,Q9P0T0|A0A024R5Z3,NP_001138576|NP_001138574|NP_001138575|NP_005893,Q925E7,F6RV17,NP_080667,-,-,-,-,-,-,Homo sapiens,Mus musculus
117045,4088,66894,110263,211793,-,-,SMAD3,Wwp2,HSPC193|HsT17436|JV15-2|LDS1C|LDS3|MADH3,1300010O06Rik|AA690238|AIP2|AW554328,Affinity Capture-Luminescence,physical,Barrios-Rodiles M (2005),PUBMED:15761153,9606,10090,High Throughput,-,-,-,-,BIOGRID,P84022,Q9P0T0|A0A024R5Z3,NP_001138576|NP_001138574|NP_001138575|NP_005893,Q9DBH0,I3RSH5|Q3TXI7,NP_080106,-,-,-,-,-,-,Homo sapiens,Mus musculus
117046,4088,75141,110263,217250,-,-,SMAD3,Rasd2,HSPC193|HsT17436|JV15-2|LDS1C|LDS3|MADH3,4930526B11Rik|AU045414|Rhes|TEM-2|TEM2,Affinity Capture-Luminescence,physical,Barrios-Rodiles M (2005),PUBMED:15761153,9606,10090,High Throughput,-,-,-,-,BIOGRID,P84022,Q9P0T0|A0A024R5Z3,NP_001138576|NP_001138574|NP_001138575|NP_005893,P63032,-,NP_083458,-,-,-,-,-,-,Homo sapiens,Mus musculus
117047,4088,72433,110263,215371,-,-,SMAD3,Rab38,HSPC193|HsT17436|JV15-2|LDS1C|LDS3|MADH3,2310011F14Rik|AU043391|cht,Affinity Capture-Luminescence,physical,Barrios-Rodiles M (2005),PUBMED:15761153,9606,10090,High Throughput,-,-,-,-,BIOGRID,P84022,Q9P0T0|A0A024R5Z3,NP_001138576|NP_001138574|NP_001138575|NP_005893,Q8QZZ8,Q5FW76,NP_082514,-,-,-,-,-,-,Homo sapiens,Mus musculus
